instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_type,temp_smooth,hum_smooth,windspeed_smooth,cnt_smooth
613,2012-09-04,3,2012,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Weekday,0.719881,0.6755951428571428,0.1318445,6801.142857142857
614,2012-09-05,3,2012,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Weekday,0.7272620000000002,0.702619,0.14259392857142858,6717.571428571428
615,2012-09-06,3,2012,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Weekday,0.7258334285714286,0.7340475714285715,0.15192311428571428,6501.857142857143
616,2012-09-07,3,2012,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Weekday,0.7171428571428571,0.7552975714285715,0.15236782857142855,6523.857142857143
617,2012-09-08,3,2012,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Weekend,0.7036905714285714,0.7782738571428572,0.17635597142857143,6500.428571428572
618,2012-09-09,3,2012,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Weekend,0.6913095714285715,0.7400595714285715,0.19927385714285714,6845.714285714285
619,2012-09-10,3,2012,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Weekday,0.6735714285714286,0.6990477142857142,0.21464414285714287,7058.714285714285
620,2012-09-11,3,2012,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Weekday,0.652381,0.6654762857142857,0.1940346,7187.714285714285
621,2012-09-12,3,2012,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Weekday,0.6327381428571428,0.6420238571428571,0.18604002857142854,7296.0
622,2012-09-13,3,2012,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Weekday,0.6207142857142857,0.6172618571428571,0.17751142857142857,7524.714285714285
623,2012-09-14,3,2012,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Weekday,0.6107142857142858,0.6081547142857142,0.16782814285714287,7596.857142857143
624,2012-09-15,3,2012,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Weekend,0.6034522857142858,0.5656547142857142,0.1630305714285714,7988.0
625,2012-09-16,3,2012,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Weekend,0.5991665714285714,0.568869,0.14384304285714286,7860.285714285715
626,2012-09-17,3,2012,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Weekday,0.5988094285714285,0.6018451428571429,0.1285614714285714,7766.571428571428
627,2012-09-18,3,2012,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Weekday,0.6053569999999999,0.6522022857142857,0.16649472857142858,7238.857142857143
628,2012-09-19,3,2012,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Weekday,0.5986902857142857,0.6464285714285714,0.1783988714285714,7199.0
629,2012-09-20,3,2012,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Weekday,0.5892855714285714,0.64375,0.18346261428571428,7187.0
630,2012-09-21,3,2012,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Weekday,0.5844047142857143,0.6432142857142856,0.19065775714285713,7209.571428571428
631,2012-09-22,3,2012,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Weekend,0.5903571428571429,0.6639285714285715,0.1958094714285714,7164.0
632,2012-09-23,4,2012,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Weekend,0.5830952857142858,0.6492261428571429,0.21482014285714285,7246.0
633,2012-09-24,4,2012,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Weekday,0.5735715714285714,0.6147024285714285,0.21348614285714287,7327.0
634,2012-09-25,4,2012,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Weekday,0.5630954285714286,0.5714881428571428,0.19616242857142857,7822.0
635,2012-09-26,4,2012,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Weekday,0.5748811428571429,0.5849404285714286,0.20033742857142856,7842.285714285715
636,2012-09-27,4,2012,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Weekday,0.589643,0.5952975714285714,0.20264814285714286,7795.571428571428
637,2012-09-28,4,2012,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Weekday,0.5925001428571429,0.5983332857142857,0.20406957142857143,7688.142857142857
638,2012-09-29,4,2012,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Weekend,0.5771430000000001,0.5835118571428571,0.1960725714285714,7711.0
639,2012-09-30,4,2012,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Weekend,0.5767858571428571,0.600119,0.1834582857142857,7565.571428571428
640,2012-10-01,4,2012,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Weekday,0.5777381428571429,0.6224404285714286,0.1760868857142857,7471.571428571428
641,2012-10-02,4,2012,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Weekday,0.5835714285714285,0.6655357142857142,0.15725174285714286,7057.428571428572
642,2012-10-03,4,2012,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Weekday,0.5867857142857142,0.6888095714285714,0.13184400000000002,7034.428571428572
643,2012-10-04,4,2012,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Weekday,0.5878571428571429,0.693393,0.12944457142857144,7025.142857142857
644,2012-10-05,4,2012,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Weekday,0.5872618571428571,0.6844644285714285,0.12118328571428572,7131.0
645,2012-10-06,4,2012,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Weekend,0.5889285714285714,0.7017858571428571,0.12695771428571428,7046.714285714285
646,2012-10-07,4,2012,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Weekend,0.5730951428571428,0.7196429999999999,0.127844,6564.0
647,2012-10-08,4,2012,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Weekday,0.5534522857142857,0.7282738571428571,0.14196897142857143,6378.285714285715
648,2012-10-09,4,2012,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Weekday,0.5328571428571428,0.7125595714285715,0.15422968571428572,6628.714285714285
649,2012-10-10,4,2012,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Weekday,0.512381,0.6892857142857143,0.17155471428571428,6645.714285714285
650,2012-10-11,4,2012,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Weekday,0.48059528571428567,0.6522022857142857,0.1807047142857143,6680.285714285715
651,2012-10-12,4,2012,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Weekday,0.45523814285714287,0.6395832857142857,0.19909642857142856,6555.428571428572
652,2012-10-13,4,2012,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Weekend,0.43226185714285714,0.615357,0.1816845714285714,6433.142857142857
653,2012-10-14,4,2012,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Weekend,0.44738100000000003,0.6056547142857143,0.20132028571428573,6880.142857142857
654,2012-10-15,4,2012,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Weekday,0.4728572857142857,0.6053571428571428,0.21651428571428571,6936.857142857143
655,2012-10-16,4,2012,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Weekday,0.4759524285714286,0.5763094285714285,0.21536014285714286,7100.0
656,2012-10-17,4,2012,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Weekday,0.467619,0.5851785714285714,0.20301014285714286,7067.142857142857
657,2012-10-18,4,2012,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Weekday,0.480119,0.6230357142857142,0.21091599999999996,7058.428571428572
658,2012-10-19,4,2012,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Weekday,0.49809514285714285,0.6624404285714286,0.19661057142857144,6793.0
659,2012-10-20,4,2012,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Weekend,0.5110714285714285,0.673631,0.19252414285714287,6933.142857142857
660,2012-10-21,4,2012,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Weekend,0.5028571428571429,0.655,0.17644442857142859,6959.571428571428
661,2012-10-22,4,2012,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Weekday,0.49226185714285714,0.6351189999999999,0.1457939,7128.571428571428
662,2012-10-23,4,2012,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Weekday,0.5030952857142857,0.6470238571428572,0.13326887142857144,7118.857142857143
663,2012-10-24,4,2012,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Weekday,0.5219048571428572,0.6389285714285714,0.12918432857142859,7152.0
664,2012-10-25,4,2012,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Weekday,0.5258334285714286,0.6492262857142858,0.11310404285714284,7130.571428571428
665,2012-10-26,4,2012,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Weekday,0.5233334285714285,0.6480952857142857,0.11274875714285715,7419.142857142857
666,2012-10-27,4,2012,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Weekend,0.529881,0.6691071428571428,0.12962804285714286,7385.142857142857
667,2012-10-28,4,2012,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Weekend,0.5317857142857143,0.6954761428571429,0.16276432857142858,7047.285714285715
668,2012-10-29,4,2012,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Weekday,0.525,0.7400000000000001,0.2022952857142857,6042.142857142857
669,2012-10-30,4,2012,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Weekday,0.49271642857142856,0.7662554285714286,0.2192186,5132.142857142857
670,2012-10-31,4,2012,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Weekday,0.4598592857142857,0.7706007142857142,0.23263114285714284,4828.285714285715
671,2012-11-01,4,2012,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Weekday,0.4335497142857143,0.7393507142857143,0.23734128571428573,4632.142857142857
672,2012-11-02,4,2012,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Weekday,0.40628785714285715,0.6986364285714286,0.25644242857142857,4404.0
673,2012-11-03,4,2012,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Weekend,0.3796211428571428,0.6659578571428572,0.26141914285714285,4016.285714285714
674,2012-11-04,4,2012,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Weekend,0.35795442857142856,0.6428627142857143,0.2301477142857143,4108.857142857143
675,2012-11-05,4,2012,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Weekday,0.3406925714285714,0.5877437142857144,0.21273699999999998,4857.0
676,2012-11-06,4,2012,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Weekday,0.335357,0.5508334285714286,0.20709471428571427,5512.714285714285
677,2012-11-07,4,2012,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Weekday,0.3265474285714286,0.5338095714285714,0.22672914285714288,5436.857142857143
678,2012-11-08,4,2012,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Weekday,0.32459614285714283,0.498354,0.25394185714285716,5341.0
679,2012-11-09,4,2012,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Weekday,0.3255485714285714,0.5010325714285715,0.24656799999999998,5361.714285714285
680,2012-11-10,4,2012,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Weekend,0.3320962857142857,0.5230564285714285,0.21618468571428573,5561.428571428572
681,2012-11-11,4,2012,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Weekend,0.3456677142857143,0.5410921428571428,0.20881211428571428,5810.714285714285
682,2012-11-12,4,2012,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Weekday,0.3693581428571429,0.5764492857142857,0.19983954285714287,5955.0
683,2012-11-13,4,2012,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Weekday,0.37828671428571425,0.5901398571428571,0.22391568571428572,5727.571428571428
684,2012-11-14,4,2012,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Weekday,0.3773344285714285,0.5907945714285715,0.20898954285714286,5793.285714285715
685,2012-11-15,4,2012,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Weekday,0.3729762857142857,0.6317858571428571,0.1811541142857143,5811.857142857143
686,2012-11-16,4,2012,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Weekday,0.3705952857142857,0.6294644285714285,0.1749351142857143,5769.857142857143
687,2012-11-17,4,2012,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Weekend,0.3614285714285714,0.6151787142857142,0.192347,5640.285714285715
688,2012-11-18,4,2012,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Weekend,0.3502381428571429,0.6200001428571429,0.2066487142857143,5328.428571428572
689,2012-11-19,4,2012,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Weekday,0.33535714285714285,0.6030952857142857,0.21544157142857143,5218.428571428572
690,2012-11-20,4,2012,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Weekday,0.339762,0.6062500000000001,0.17839571428571427,5438.428571428572
691,2012-11-21,4,2012,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Weekday,0.3489285714285715,0.6150595714285715,0.16462728571428573,5388.571428571428
692,2012-11-22,4,2012,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Weekday,0.35154757142857146,0.6093452857142857,0.15032497142857143,4957.142857142857
693,2012-11-23,4,2012,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Weekday,0.35488085714285716,0.6156548571428572,0.14703868571428572,4701.714285714285
694,2012-11-24,4,2012,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Weekend,0.3482141428571429,0.5955357142857143,0.17520182857142858,4222.857142857143
695,2012-11-25,4,2012,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Weekend,0.3344045714285714,0.5634522857142857,0.16418582857142858,3902.1428571428573
696,2012-11-26,4,2012,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Weekday,0.32476171428571426,0.5508928571428572,0.13726911428571428,3843.285714285714
697,2012-11-27,4,2012,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Weekday,0.312976,0.5654167142857143,0.15938868571428572,3604.0
698,2012-11-28,4,2012,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Weekday,0.3048808571428571,0.5500595714285714,0.17475654285714287,3620.285714285714
699,2012-11-29,4,2012,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Weekday,0.29643371428571424,0.5465217142857143,0.1837067142857143,4034.285714285714
700,2012-11-30,4,2012,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Weekday,0.2864337142857143,0.5580692857142857,0.1709138285714286,4285.428571428572
701,2012-12-01,4,2012,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Weekend,0.2892908571428571,0.6155098571428572,0.1256042857142857,4701.714285714285
702,2012-12-02,4,2012,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Weekend,0.30381471428571427,0.6662241428571428,0.12187271428571429,5019.571428571428
703,2012-12-03,4,2012,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Weekday,0.3236957142857143,0.6993788571428572,0.1270256857142857,5183.428571428572
704,2012-12-04,4,2012,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Weekday,0.3500051428571429,0.6918192857142856,0.11796382857142855,5561.571428571428
705,2012-12-05,4,2012,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Weekday,0.3702431428571428,0.6887835714285714,0.13413525714285715,5628.571428571428
706,2012-12-06,4,2012,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Weekday,0.36666642857142856,0.6820832857142857,0.14259697142857145,5636.0
707,2012-12-07,4,2012,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Weekday,0.36988071428571434,0.6984524285714286,0.15290114285714287,5541.714285714285
708,2012-12-08,4,2012,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Weekend,0.3817855714285714,0.7133928571428572,0.1588546857142857,5597.571428571428
709,2012-12-09,4,2012,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Weekend,0.3870237142857143,0.725119142857143,0.16365411428571427,5394.571428571428
710,2012-12-10,4,2012,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Weekday,0.3846427142857142,0.7476191428571429,0.17902371428571429,5242.571428571428
711,2012-12-11,4,2012,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Weekday,0.36714271428571427,0.7280358571428572,0.19643914285714287,5084.714285714285
712,2012-12-12,4,2012,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Weekday,0.34702371428571427,0.7356548571428572,0.17342714285714284,5026.142857142857
713,2012-12-13,4,2012,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Weekday,0.352738,0.7323810000000001,0.17333785714285715,5048.571428571428
714,2012-12-14,4,2012,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Weekday,0.34714285714285714,0.7150595714285714,0.1734277142857143,5134.714285714285
715,2012-12-15,4,2012,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Weekend,0.3389285714285714,0.6777977142857142,0.17413785714285712,5058.285714285715
716,2012-12-16,4,2012,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Weekend,0.3358332857142857,0.6682738571428571,0.1659617142857143,5138.0
717,2012-12-17,4,2012,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Weekday,0.3297618571428571,0.6657142857142857,0.15281175714285714,5054.428571428572
718,2012-12-18,4,2012,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Weekday,0.33797614285714284,0.6756547142857142,0.1421499,5062.428571428572
719,2012-12-19,4,2012,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Weekday,0.34297614285714284,0.6880952857142857,0.14517204285714286,5055.0
720,2012-12-20,4,2012,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Weekday,0.34785714285714286,0.7141072857142856,0.13921975714285714,4854.428571428572
721,2012-12-21,1,2012,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Weekday,0.35428571428571426,0.7017858571428571,0.17395604285714286,4570.428571428572
722,2012-12-22,1,2012,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Weekend,0.3459522857142857,0.6719048571428571,0.21695547142857144,4099.285714285715
723,2012-12-23,1,2012,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Weekend,0.32928557142857146,0.6257144285714286,0.2215756142857143,3813.714285714286
724,2012-12-24,1,2012,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Weekday,0.3061385714285714,0.6091745714285715,0.2185716285714286,3290.1428571428573
725,2012-12-25,1,2012,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Weekday,0.289063,0.618965,0.2110462,2641.0
726,2012-12-26,1,2012,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Weekday,0.2763248571428571,0.6472387142857142,0.2299682,1951.5714285714287
727,2012-12-27,1,2012,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Weekday,0.2654915714285714,0.645095857142857,0.2610639142857143,1663.857142857143
728,2012-12-28,1,2012,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Weekday,0.2550152857142857,0.6498577142857143,0.22979077142857143,1588.4285714285713
729,2012-12-29,1,2012,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Weekend,0.2532295714285714,0.6943815714285713,0.18936748571428574,1530.142857142857
730,2012-12-30,1,2012,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Weekend,0.2546581428571429,0.6897981428571428,0.2204633428571429,1531.4285714285713
731,2012-12-31,1,2012,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Weekday,0.25244799999999995,0.6592547142857142,0.2315512857142857,1789.857142857143
